DATAFLOW,LAST UPDATE,freq,indic,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2023-Q3,186.33,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2023-Q4,191.19,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2024-Q1,195.44,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2024-Q2,198.33,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2024-Q3,201.54,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2024-Q4,205.71,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2025-Q1,201.66,p,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovenia,2025-Q2,209.31,p,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2022-Q3,180.57,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2022-Q4,179.07,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2023-Q1,178.82,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2023-Q2,171.75,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2023-Q3,173.20,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2023-Q4,176.56,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2024-Q1,173.51,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2024-Q2,178.70,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2024-Q3,183.88,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2024-Q4,190.58,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2025-Q1,194.60,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Slovakia,2025-Q2,198.85,,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2022-Q3,684.29,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2022-Q4,783.05,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2023-Q1,960.71,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2023-Q2,1112.22,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2023-Q3,1325.85,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2023-Q4,1466.37,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2024-Q1,1569.31,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2024-Q2,1664.83,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2024-Q3,1767.04,d,
ESTAT:TEICP270(1.0),03/10/25 11:00:00,Quarterly,Total,"Index, 2015=100 (NSA)",Türkiye,2024-Q4,1884.94,d,
